City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Uyovu,TZ,-3.2833,31.5258,69.17,65,45,3.56,scattered clouds
347,Birao,CF,10.2849,22.7882,69.19,93,29,1.52,scattered clouds
348,Gouyave,GD,12.1646,-61.7296,83.17,79,40,13.8,scattered clouds
349,Alice Springs,AU,-23.7,133.8833,74.21,31,100,17.27,overcast clouds
350,Kailua,US,21.4022,-157.7394,85.98,58,40,12.66,scattered clouds
351,Luanda,AO,-8.8368,13.2343,70.97,84,89,9.26,overcast clouds
352,Cefalu,IT,38.0386,14.0229,76.75,54,99,4.0,overcast clouds
353,Hofn,IS,64.2539,-15.2082,41.68,51,0,26.55,clear sky
354,Vao,NC,-22.6667,167.4833,73.81,79,4,7.52,clear sky
355,Sobolevo,RU,54.4299,31.8996,46.2,71,100,8.14,overcast clouds
356,Ashland,US,40.8167,-82.2665,58.1,96,66,13.62,broken clouds
357,Marsh Harbour,BS,26.5412,-77.0636,83.39,73,12,10.98,few clouds
358,Melville,US,40.7934,-73.4151,67.86,83,0,14.97,clear sky
359,Snezhnogorsk,RU,69.1933,33.2531,31.78,75,83,4.47,broken clouds
360,Viedma,AR,-40.8135,-62.9967,51.01,96,79,11.9,broken clouds
361,Shahreza,IR,32.0339,51.8794,66.31,19,0,1.7,clear sky
362,College,US,64.8569,-147.8028,55.08,54,40,3.44,scattered clouds
363,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.66,50,44,5.1,scattered clouds
364,Pacific Grove,US,36.6177,-121.9166,72.25,83,0,9.22,clear sky
365,Mazara Del Vallo,IT,37.6641,12.588,76.95,79,100,16.37,overcast clouds
366,Hasaki,JP,35.7333,140.8333,79.21,74,28,12.95,scattered clouds
367,Lazaro Cardenas,MX,17.9583,-102.2,82.36,81,56,4.99,broken clouds
368,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.25,70,100,3.76,overcast clouds
369,Horqueta,PY,-23.3428,-57.0597,63.77,92,95,10.51,overcast clouds
370,Olafsvik,IS,64.8945,-23.7142,44.53,57,2,7.83,clear sky
371,Port Angeles,US,48.1181,-123.4307,75.81,61,0,4.61,clear sky
372,Alibag,IN,18.6411,72.8792,78.87,86,76,4.76,broken clouds
373,Waipawa,NZ,-41.4122,175.5153,55.96,57,100,11.56,overcast clouds
374,Gizo,SB,-8.103,156.8419,83.52,68,100,3.71,light rain
375,Hirara,JP,24.8,125.2833,84.06,83,40,8.05,scattered clouds
376,Yerbogachen,RU,61.2767,108.0108,32.02,94,100,4.12,light snow
377,Jacqueville,CI,5.2052,-4.4146,75.25,89,100,11.32,moderate rain
378,Tukrah,LY,32.5341,20.5791,72.12,67,0,3.76,clear sky
379,San Patricio,US,28.017,-97.5169,86.09,60,3,8.63,clear sky
380,Shakawe,BW,-18.3667,21.85,68.92,28,14,5.99,few clouds
381,Ixtapa,MX,20.7,-105.2,87.22,79,75,4.61,broken clouds
382,Thomastown,IE,52.5267,-7.1372,59.72,94,100,18.7,overcast clouds
383,Bolivar,US,37.6145,-93.4105,73.58,42,0,7.67,clear sky
384,Belyy Yar,RU,53.6039,91.3903,49.89,87,0,6.71,moderate rain
385,Kontagora,NG,10.3999,5.4695,74.12,88,87,2.15,overcast clouds
386,Tayturka,RU,52.8692,103.4608,40.82,81,99,12.97,overcast clouds
387,Sola,VU,-13.8833,167.55,81.72,73,19,12.59,few clouds
388,Souillac,MU,-20.5167,57.5167,70.18,83,20,8.05,few clouds
389,Sept-Iles,CA,50.2001,-66.3821,46.06,88,20,3.44,few clouds
390,Oulainen,FI,64.2667,24.8,41.81,91,100,4.12,overcast clouds
391,Tabuk,PH,17.4189,121.4443,79.54,83,100,3.98,overcast clouds
392,Kaohsiung,TW,22.6163,120.3133,87.04,72,20,2.3,few clouds
393,Charlottesville,US,38.0293,-78.4767,69.08,95,100,1.01,overcast clouds
394,Khani,GE,41.9563,42.9566,44.17,71,0,5.91,clear sky
395,Faya,SA,18.3851,42.4509,63.12,27,5,8.01,clear sky
396,Ambulu,ID,-8.345,113.6058,80.71,73,35,2.62,scattered clouds
397,Boa Vista,BR,2.8197,-60.6733,84.18,61,75,4.61,broken clouds
398,Panukulan,PH,14.9333,121.8144,82.15,76,100,4.14,light rain
399,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,87,75,8.05,broken clouds
400,Svetlyy,RU,54.675,20.1347,46.45,70,60,7.07,broken clouds
401,Cherskiy,RU,68.75,161.3,35.98,54,11,5.73,few clouds
402,Tsumeb,NA,-19.2333,17.7167,73.9,14,8,14.34,clear sky
403,Port Hueneme,US,34.1478,-119.1951,93.79,70,0,18.41,clear sky
404,Ergani,TR,38.2653,39.7621,59.25,28,0,7.7,clear sky
405,Yuci,CN,37.6803,112.7319,53.35,87,0,2.24,clear sky
406,Matagami,CA,49.7502,-77.6328,53.71,82,100,5.75,light rain
407,Clyde River,CA,70.4692,-68.5914,35.83,87,100,3.44,overcast clouds
408,Tiarei,PF,-17.5333,-149.3333,84.22,80,26,20.36,light rain
409,Te Anau,NZ,-45.4167,167.7167,60.93,58,67,5.5,broken clouds
410,Broome,US,42.2506,-75.833,59.7,87,40,3.44,scattered clouds
411,Yar-Sale,RU,66.8333,70.8333,27.41,91,20,11.83,few clouds
412,Marinette,US,45.1,-87.6307,54.09,82,100,13.8,moderate rain
413,Valley Stream,US,40.6643,-73.7085,68.29,82,40,16.11,scattered clouds
414,Naantali,FI,60.4674,22.0243,49.1,87,75,5.75,broken clouds
415,Khromtau,KZ,50.2503,58.4347,46.8,67,7,12.28,clear sky
416,Okhotsk,RU,59.3833,143.3,45.82,51,55,3.49,broken clouds
417,Mana,GF,5.6592,-53.7767,79.81,83,6,12.44,clear sky
418,Berdigestyakh,RU,62.0989,126.6992,34.61,79,97,6.69,overcast clouds
419,Armacao De Pera,PT,37.1026,-8.357,64.31,74,0,13.02,clear sky
420,Tadine,NC,-21.55,167.8833,78.04,72,48,4.59,scattered clouds
421,Piopio,NZ,-38.4667,175.0167,64.2,40,76,4.92,broken clouds
422,Douglas,US,41.3,-96.167,72.32,33,0,11.5,clear sky
423,Timizart,DZ,36.8,4.2667,67.64,74,100,6.76,overcast clouds
424,Sisimiut,GL,66.9395,-53.6735,42.51,56,100,3.94,overcast clouds
425,Abalak,RU,58.1286,68.5944,29.8,76,35,10.09,scattered clouds
426,Banikoara,BJ,11.2985,2.4386,73.94,91,98,4.09,overcast clouds
427,Parkes,AU,-33.1333,148.1833,52.61,81,100,3.33,light rain
428,Dunedin,NZ,-45.8742,170.5036,53.8,80,97,4.0,light rain
429,Fort Nelson,CA,58.8053,-122.7002,62.19,45,75,5.75,broken clouds
430,Kyrylivka,UA,46.3759,35.3675,61.32,73,86,14.2,overcast clouds
431,Hamilton,US,39.1834,-84.5333,66.58,69,0,11.5,clear sky
432,Inuvik,CA,68.3499,-133.7218,38.26,87,100,2.3,light intensity shower rain
433,Ossora,RU,59.2353,163.0719,45.5,70,100,12.15,light rain
434,Taltal,CL,-25.4,-70.4833,60.48,62,0,6.26,clear sky
435,Rocha,UY,-34.4833,-54.3333,55.38,84,100,8.46,overcast clouds
436,Marang,MY,5.2056,103.2059,78.71,81,100,3.76,overcast clouds
437,Yuzhno-Kurilsk,RU,44.0306,145.8556,64.45,73,99,6.02,overcast clouds
438,Victoria Point,AU,-27.5833,153.3,78.15,71,1,1.99,clear sky
439,Kenai,US,60.5544,-151.2583,55.45,64,20,9.22,few clouds
440,Chibuto,MZ,-24.6867,33.5306,68.92,66,0,9.84,clear sky
441,Grua,NO,60.2667,10.6667,46.72,98,100,7.92,light rain
442,Chippewa Falls,US,44.9369,-91.3929,61.57,56,0,12.66,clear sky
443,Neiafu,TO,-18.65,-173.9833,77.68,83,75,4.61,broken clouds
444,Micheweni,TZ,-4.9667,39.8333,75.27,84,12,12.17,few clouds
445,Nova Olinda Do Norte,BR,-3.8881,-59.0942,88.23,33,94,2.93,overcast clouds
446,Cap Malheureux,MU,-19.9842,57.6142,70.47,73,0,4.0,clear sky
447,Itarema,BR,-2.9248,-39.9167,78.15,79,4,14.36,clear sky
448,Japura,ID,-0.3167,102.35,77.47,87,100,2.89,overcast clouds
449,Devils Lake,US,48.1128,-98.8651,60.78,42,0,16.11,clear sky
450,Saurimo,AO,-9.6608,20.3916,66.25,68,70,3.02,broken clouds
451,Urdoma,RU,61.7533,48.5442,35.28,83,23,11.88,few clouds
452,Volkach,DE,49.8667,10.2333,53.33,94,83,5.23,broken clouds
453,Anloga,GH,5.7947,0.8973,77.36,87,100,15.41,overcast clouds
454,Westport,US,41.1415,-73.3579,68.09,84,0,19.57,clear sky
455,Rio Branco Do Sul,BR,-25.19,-49.3142,52.12,96,100,4.65,overcast clouds
456,Acarau,BR,-2.8856,-40.12,78.19,78,2,14.94,clear sky
457,Dongsheng,CN,39.8161,109.9776,61.86,43,0,8.46,clear sky
458,Yerazgavors,AM,40.7,43.75,38.17,75,0,1.14,clear sky
459,Kudymkar,RU,59.0173,54.656,37.98,87,100,15.39,overcast clouds
460,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,77.52,81,41,0.16,scattered clouds
461,Bilibino,RU,68.0546,166.4372,31.53,53,100,3.94,overcast clouds
462,Hay River,CA,60.8156,-115.7999,58.98,41,75,5.75,smoke
463,Nador,MA,35.174,-2.9287,71.85,73,20,4.61,few clouds
464,Nishihara,JP,26.1842,127.7558,84.25,79,75,9.22,broken clouds
465,Port Hedland,AU,-20.3167,118.5667,80.65,24,3,18.41,clear sky
466,San Miguel,SV,13.4833,-88.1833,82.06,94,40,13.8,scattered clouds
467,Mitsamiouli,KM,-11.3847,43.2844,75.43,84,19,9.4,few clouds
468,Owando,CG,-0.4819,15.8999,70.05,97,94,3.11,overcast clouds
469,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,73,20,17.92,few clouds
470,Zielona Gora,PL,51.9355,15.5064,51.96,41,16,5.35,few clouds
471,Beian,NO,63.6559,9.5683,52.02,81,75,23.02,light rain
472,Sorland,NO,67.667,12.6934,53.46,76,23,18.88,few clouds
473,Husavik,IS,66.0449,-17.3389,38.32,60,100,26.08,overcast clouds
474,Lata,PT,40.1629,-8.3327,57.92,54,5,4.83,clear sky
475,Klaksvik,FO,62.2266,-6.589,41.92,94,96,54.31,light rain
476,Sankeshwar,IN,16.2667,74.4833,69.44,96,81,5.39,broken clouds
477,Brandon,US,27.9378,-82.2859,84.11,84,100,5.01,overcast clouds
478,La Rioja,ES,42.25,-2.5,44.38,92,33,4.12,scattered clouds
479,Mikhaylovskoye,RU,51.8239,79.7172,53.33,77,77,9.93,broken clouds
480,Meulaboh,ID,4.1363,96.1285,77.27,86,100,3.53,overcast clouds
481,Huarmey,PE,-10.0681,-78.1522,62.02,84,69,8.93,broken clouds
482,Estepona,ES,36.4276,-5.1459,67.82,83,100,8.39,overcast clouds
483,Khandyga,RU,62.6667,135.6,37.92,97,100,3.49,overcast clouds
484,Arawa,PG,-6.2132,155.5367,84.58,74,96,4.99,light rain
485,Umm Lajj,SA,25.0213,37.2685,93.61,25,5,16.17,clear sky
486,Boueni,YT,-12.9025,45.0761,75.18,73,12,2.08,few clouds
487,Moose Factory,CA,51.2585,-80.6094,53.58,82,75,3.44,broken clouds
488,Iranshahr,IR,27.2025,60.6848,79.14,8,0,4.61,clear sky
489,Yumen,CN,40.2833,97.2,63.32,14,57,3.47,broken clouds
490,Ciudad Bolivar,VE,8.1222,-63.5497,79.3,80,77,5.66,broken clouds
491,Nhamunda,BR,-2.1861,-56.7131,82.08,44,6,2.51,clear sky
492,Pedernales,DO,18.0384,-71.744,81.55,75,100,6.17,overcast clouds
493,Saint-Augustin,CA,51.226,-58.6502,46.67,79,11,15.32,few clouds
494,The Valley,AI,18.217,-63.0578,83.1,75,8,16.55,clear sky
495,Komsomolskiy,UZ,40.4272,71.7189,63.32,39,0,6.91,clear sky
496,Camacha,PT,33.0833,-16.3333,67.42,64,40,11.5,scattered clouds
497,Praya,CV,14.9215,-23.5087,77.54,83,40,8.05,scattered clouds
498,El Carmen,CO,8.5106,-73.4478,69.39,94,100,3.2,overcast clouds
499,Mayumba,GA,-3.432,10.6554,75.07,87,100,6.73,light rain
500,Kaeo,NZ,-35.1,173.7833,66.33,69,100,16.55,overcast clouds
501,Araioses,BR,-2.89,-41.9031,78.44,82,28,10.49,scattered clouds
502,Puerto Maldonado,PE,-12.6,-69.1833,79.2,73,0,0.0,clear sky
503,Zhangye,CN,38.9342,100.4517,64.87,26,100,2.59,overcast clouds
504,Mamallapuram,IN,12.6264,80.1722,86.05,72,51,3.91,broken clouds
505,Belmonte,BR,-15.8631,-38.8828,73.17,93,75,9.55,broken clouds
506,Nichinan,JP,31.6,131.3667,76.68,73,44,6.15,light rain
507,San Vicente,AR,-26.6167,-54.1333,55.33,99,100,0.81,overcast clouds
508,Panaba,MX,21.2833,-88.2667,78.19,84,6,10.45,clear sky
509,Novobiryusinskiy,RU,56.9578,97.7076,35.2,93,100,6.49,overcast clouds
510,Kandrian,PG,-6.2167,149.55,84.83,67,58,5.5,broken clouds
511,Znamenskoye,RU,57.1281,73.8282,30.09,95,53,7.92,broken clouds
512,Taldan,RU,53.6667,124.8,42.51,50,5,12.75,clear sky
513,Camana,PE,-16.6228,-72.7111,60.69,83,53,12.03,broken clouds
514,Ambilobe,MG,-13.2,49.05,67.89,66,0,5.26,clear sky
515,Tucumcari,US,35.1717,-103.725,80.44,22,0,12.66,clear sky
516,Almeria,ES,37.1667,-2.3333,64.44,85,100,2.13,overcast clouds
517,Colares,PT,38.7992,-9.4469,64.76,92,1,28.99,clear sky
518,Rongcheng,CN,30.634,117.8517,66.69,88,100,3.36,overcast clouds
519,Hirado,JP,33.3597,129.5531,81.39,78,88,5.14,overcast clouds
520,Pacaembu,BR,-21.5622,-51.2606,74.28,42,86,9.35,overcast clouds
521,Curvelo,BR,-18.7564,-44.4308,77.2,50,63,10.89,broken clouds
522,Pitsunda,GE,43.1592,40.3378,53.78,53,0,7.45,clear sky
523,Muisne,EC,0.6,-80.0333,73.47,84,100,10.65,overcast clouds
524,Aracati,BR,-4.5617,-37.7697,78.98,72,4,15.5,clear sky
525,Uvarovo,RU,51.9849,42.2615,46.78,79,100,16.26,overcast clouds
526,Portland,US,45.5234,-122.6762,91.35,37,0,10.36,clear sky
527,Takestan,IR,36.0696,49.6959,57.58,81,90,12.03,overcast clouds
528,Marigot,MF,18.0667,-63.0833,83.05,74,20,9.22,few clouds
529,Iskateley,RU,67.6803,53.1512,29.68,78,100,8.01,overcast clouds
530,Kingsport,US,36.5484,-82.5618,63.55,95,75,0.0,thunderstorm
531,Muros,ES,42.7762,-9.0603,57.09,76,0,12.84,clear sky
532,Brazzaville,CG,-4.2658,15.2832,73.71,88,80,0.0,broken clouds
533,Patitirion,GR,39.15,23.8667,65.37,55,79,5.32,broken clouds
534,Sedan,FR,49.6667,5.0,46.72,93,100,3.11,overcast clouds
535,Betsiamites,CA,48.9413,-68.646,54.0,76,100,3.09,overcast clouds
536,Umba,RU,66.6871,34.3429,43.7,88,100,8.34,light rain
537,Verkhnevilyuysk,RU,63.4453,120.3167,30.38,84,92,7.52,overcast clouds
538,Wladyslawowo,PL,54.7909,18.4009,50.94,76,18,8.84,few clouds
539,Mecca,SA,21.4267,39.8261,89.4,14,6,9.28,clear sky
540,Lompoc,US,34.6391,-120.4579,79.02,76,20,11.5,few clouds
541,Angoche,MZ,-16.2325,39.9086,72.16,85,28,5.28,scattered clouds
542,Mareeba,AU,-17.0,145.4333,87.44,57,0,7.74,clear sky
543,Boca Del Rio,MX,19.1,-96.1,82.69,71,40,6.91,scattered clouds
544,Culpeper,US,38.5004,-77.9664,70.11,74,0,3.0,clear sky
545,Pauini,BR,-7.7136,-66.9764,84.11,53,99,3.62,overcast clouds
546,La Gomera,GT,14.0833,-91.05,80.31,91,100,4.88,overcast clouds
547,Half Moon Bay,US,37.4636,-122.4286,81.54,75,100,23.02,overcast clouds
548,Phan Thiet,VN,10.9333,108.1,81.52,71,99,6.13,overcast clouds
549,Sistranda,NO,63.7256,8.834,49.96,80,100,14.67,light rain
550,Cukai,MY,4.25,103.4167,77.0,72,31,6.4,scattered clouds
551,Shintomi,JP,32.0785,131.4723,76.32,81,80,3.67,broken clouds
552,Waspan,NI,14.7419,-83.9717,75.47,92,100,4.81,overcast clouds
553,Mount Isa,AU,-20.7333,139.5,85.77,17,0,12.66,clear sky
554,Filadelfia,US,39.9523,-75.1638,63.97,92,40,1.99,scattered clouds
555,Harstad,NO,68.799,16.5293,54.79,100,7,5.01,clear sky
556,Ketchikan,US,55.3422,-131.6461,57.67,94,100,16.11,moderate rain
557,Jiuquan,CN,39.7432,98.5174,65.5,15,100,2.73,overcast clouds
558,Halifax,CA,44.6453,-63.5724,60.8,85,100,11.5,overcast clouds
559,Trincomalee,LK,8.5711,81.2335,79.07,80,45,11.79,scattered clouds
560,Isla Mujeres,MX,21.2311,-86.731,82.45,71,7,11.61,clear sky
561,Valday,RU,57.9747,33.2525,40.15,94,78,2.24,broken clouds
562,South Venice,US,27.0531,-82.4243,82.44,89,100,4.61,overcast clouds
563,Port Augusta,AU,-32.5,137.7667,63.0,67,99,14.99,overcast clouds
564,Harnoli,PK,32.2792,71.5539,75.43,69,5,6.29,clear sky
565,Nabire,ID,-3.3667,135.4833,84.87,67,100,1.92,overcast clouds
566,General Roca,AR,-39.0333,-67.5833,58.62,27,1,1.1,clear sky
567,Sechura,PE,-5.5569,-80.8222,63.07,77,100,14.41,overcast clouds
568,Peniche,PT,39.3558,-9.3811,62.11,89,0,19.04,clear sky
569,Chimbote,PE,-9.0853,-78.5783,60.58,87,67,8.5,broken clouds
570,Orlik,RU,52.5178,99.825,44.46,79,97,6.49,overcast clouds
571,Orapa,BW,-21.2833,25.3667,70.27,31,0,9.51,clear sky
572,Murgab,TM,37.4966,61.9714,71.47,53,0,13.8,clear sky
573,Andenes,NO,69.3143,16.1194,53.58,71,100,14.97,overcast clouds
574,Moron,AR,-34.6534,-58.6198,62.01,70,60,6.71,broken clouds
575,Tezu,IN,27.9167,96.1667,74.28,90,100,1.7,overcast clouds
576,Margate,GB,51.3813,1.3862,53.31,74,100,4.0,overcast clouds
577,Augusto Correa,BR,-1.0217,-46.635,78.6,76,5,7.58,clear sky
578,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.62,80,1,9.66,clear sky
579,Wewak,PG,-3.5534,143.6268,84.76,68,53,7.78,broken clouds
580,Coos Bay,US,43.3665,-124.2179,76.32,85,40,9.22,scattered clouds
581,Shingu,JP,33.7333,135.9833,78.76,80,50,4.23,scattered clouds
582,Worthington,US,40.0931,-83.018,63.59,79,20,16.11,few clouds
583,Pospelikha,RU,51.95,81.7667,55.83,58,100,3.94,overcast clouds
584,Vostok,RU,46.4856,135.8833,61.2,54,5,6.64,clear sky
585,Genhe,CN,50.7833,121.5167,41.61,51,100,5.12,overcast clouds
586,Ewa Beach,US,21.3156,-158.0072,85.95,71,75,11.5,light rain
587,Hervey Bay,AU,-25.2986,152.8535,70.59,56,0,3.09,clear sky
588,Rawson,AR,-43.3002,-65.1023,53.33,78,6,20.24,clear sky
589,Paciran,ID,-6.8767,112.3761,82.98,66,19,7.56,few clouds
590,Jipijapa,EC,-1.3333,-80.5833,65.7,86,100,7.45,overcast clouds
591,Redondela,ES,42.2834,-8.6096,60.26,71,0,4.61,clear sky
592,Zhezkazgan,KZ,47.8043,67.7144,64.38,27,0,13.42,moderate rain
593,Taybad,IR,34.74,60.7756,69.75,53,0,25.93,clear sky
594,San Jeronimo,PE,-11.9472,-75.2829,52.16,74,100,2.06,overcast clouds
595,Gorom-Gorom,BF,14.4439,-0.2361,88.12,42,6,7.61,clear sky
596,Puerto Escondido,MX,15.85,-97.0667,81.43,57,100,5.75,thunderstorm
597,Pleasanton,US,37.6624,-121.8747,88.99,50,0,16.11,clear sky
598,Mataram,ID,-8.5833,116.1167,83.21,69,38,10.29,scattered clouds
599,Makat,KZ,47.6469,53.3463,58.39,43,11,17.34,few clouds
600,Joshimath,IN,30.5667,79.5667,58.95,74,3,6.89,clear sky
601,Topi,PK,34.0704,72.6236,71.58,79,28,2.33,scattered clouds
602,Oudtshoorn,ZA,-33.5907,22.2014,53.96,84,100,2.42,overcast clouds
603,Kurilsk,RU,45.2333,147.8833,61.34,69,83,3.29,broken clouds
604,Isla Vista,US,34.4133,-119.861,93.31,52,0,6.91,clear sky
605,Brindisi,IT,40.5833,17.6667,72.79,83,100,12.17,overcast clouds
606,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,80,96,12.01,overcast clouds
607,Alyangula,AU,-13.8483,136.4192,85.28,61,50,8.84,scattered clouds
608,Nagapattinam,IN,10.7667,79.8333,80.89,78,26,8.05,scattered clouds
609,Fuyang,CN,32.9,115.8167,74.7,48,98,6.82,overcast clouds
610,Ust-Maya,RU,60.4167,134.5333,38.91,97,100,3.85,light rain
611,Krasnoarmeysk,RU,51.0239,45.6969,48.87,78,100,21.25,overcast clouds
612,Antofagasta,CL,-23.65,-70.4,58.28,73,8,7.58,clear sky
613,Tazovskiy,RU,67.4667,78.7,29.52,81,100,18.57,overcast clouds
614,Ostersund,SE,63.1792,14.6357,48.61,93,100,15.01,overcast clouds
615,Lalmohan,BD,22.3384,90.7419,81.77,78,70,3.18,broken clouds
616,Limbang,MY,4.75,115.0,78.91,76,100,2.86,overcast clouds
617,Maceio,BR,-9.6658,-35.7353,72.84,94,20,4.61,few clouds
618,Kuytun,RU,54.3419,101.5036,34.47,94,100,10.89,light snow
619,Itoman,JP,26.1247,127.6694,84.97,79,20,9.22,few clouds
620,Tereze,RU,43.9361,42.4434,41.29,77,83,3.38,broken clouds
621,Bantou,CN,26.2151,117.4893,83.07,50,0,3.04,clear sky
622,Tuatapere,NZ,-46.1333,167.6833,62.2,56,66,1.03,broken clouds
623,Chakia,IN,26.4167,85.05,78.71,86,100,2.3,overcast clouds
624,Woodbury,US,42.3833,-96.0336,69.53,24,100,8.77,overcast clouds
625,Vsetaty,CZ,50.2819,14.593,55.8,100,75,2.3,broken clouds
626,Banamba,ML,13.55,-7.45,74.71,78,8,7.02,clear sky
627,Northam,GB,51.0333,-4.2167,58.24,80,97,21.81,overcast clouds
628,Nara,JP,34.6851,135.8049,79.97,52,7,2.1,clear sky
629,Ibra,OM,22.6906,58.5334,76.95,67,7,2.8,clear sky
630,Watsa,CD,3.0372,29.5355,61.79,97,73,2.06,broken clouds
631,Hambantota,LK,6.1241,81.1185,75.54,100,75,2.3,broken clouds
632,Tari,NG,12.4086,4.4914,81.57,63,63,6.04,broken clouds
633,Peleduy,RU,59.6289,112.7406,34.72,90,100,5.14,overcast clouds
634,Chemnitz,DE,50.6667,12.75,50.52,97,100,2.95,overcast clouds
635,Gao,ML,16.6362,1.637,91.92,23,7,2.24,clear sky
636,Tabou,CI,4.423,-7.3528,72.97,95,100,9.62,moderate rain
637,Buloh Kasap,MY,2.5536,102.764,78.04,85,73,2.95,broken clouds
638,North Platte,US,41.1239,-100.7654,73.29,31,0,10.0,clear sky
639,Aksu,CN,41.1231,80.2644,66.83,31,0,5.68,clear sky
640,Mulki,IN,13.1,74.8,76.28,88,20,3.44,few clouds
641,Forio,IT,40.7342,13.8646,67.82,78,100,20.51,overcast clouds
642,Abu Kamal,SY,34.4506,40.9171,71.26,16,0,10.87,clear sky
643,Bhatkal,IN,13.9667,74.5667,76.87,87,100,5.41,overcast clouds
644,Inongo,CD,-1.95,18.2667,70.21,92,18,4.41,few clouds
645,Pisco,PE,-13.7,-76.2167,60.85,77,2,19.57,smoke
646,Naica,MX,27.85,-105.4833,81.68,22,71,16.55,broken clouds
647,Rudnichnyy,RU,59.617,52.4703,39.96,73,100,14.97,overcast clouds
648,Udachnyy,RU,66.4167,112.4,21.45,92,96,4.74,overcast clouds
649,Eenhana,NA,-17.4667,16.3333,65.84,22,43,6.24,scattered clouds
650,Pasni,PK,25.2631,63.471,79.05,82,99,3.22,overcast clouds
651,Surdulica,RS,42.6906,22.1708,56.52,64,94,4.09,overcast clouds
652,Hengshui,CN,37.7322,115.7011,69.82,33,0,8.28,clear sky
653,Sinnamary,GF,5.3833,-52.95,80.22,83,0,13.44,clear sky
654,Laguna,US,38.421,-121.4238,97.09,27,0,6.91,clear sky
655,Dundwaraganj,IN,27.7333,78.95,75.36,92,71,1.5,broken clouds
656,Bay Roberts,CA,47.5999,-53.2648,53.35,88,56,5.99,broken clouds
657,Aksarka,RU,66.5606,67.7975,25.9,91,18,7.76,few clouds
658,Preston,GB,53.7667,-2.7167,56.89,86,100,22.12,overcast clouds
659,Muzaffarpur,IN,26.1167,85.4,79.05,86,100,3.65,overcast clouds
660,Sao Jose Dos Campos,BR,-23.1794,-45.8869,59.49,82,40,3.44,scattered clouds
661,Pedro Betancourt,CU,22.7272,-81.29,75.74,97,100,2.28,light rain
662,Tibati,CM,6.4667,12.6333,66.2,95,100,0.45,moderate rain
663,Kohima,IN,25.6667,94.1167,64.67,97,100,2.13,overcast clouds
664,Sayat,TM,38.7839,63.8803,67.87,16,0,7.58,clear sky
665,Chingirlau,KZ,51.095,54.0814,48.43,81,80,13.24,broken clouds
666,Pemangkat,ID,1.1667,108.9667,78.64,84,100,4.97,light rain
667,Vallenar,CL,-28.5708,-70.7581,60.67,46,61,2.46,broken clouds
668,Aitape,PG,-3.1374,142.3475,86.68,61,100,4.61,overcast clouds
669,Juneau,US,58.3019,-134.4197,55.22,97,100,5.75,moderate rain
670,Plainview,US,40.7765,-73.4673,67.75,83,0,14.97,clear sky
671,Hebi,CN,35.8992,114.1925,73.29,30,37,4.76,scattered clouds
672,Yablonovo,RU,50.8523,37.3574,47.26,69,100,9.64,overcast clouds
673,Stromness,GB,58.965,-3.296,49.96,86,100,23.0,overcast clouds
674,Dalbandin,PK,28.8947,64.4101,74.01,10,5,1.25,clear sky
675,Saint-Louis,SN,16.3333,-15.0,78.44,66,89,8.28,light rain
676,Catamarca,AR,-28.4696,-65.7852,60.58,40,17,2.26,few clouds
677,Valley City,US,46.9233,-98.0032,59.52,38,0,13.8,clear sky
678,Potsdam,DE,52.3989,13.0657,55.02,93,92,1.01,overcast clouds
679,Nerchinskiy Zavod,RU,51.3088,119.61,40.89,54,100,4.97,overcast clouds
680,Nome,US,64.5011,-165.4064,52.11,76,75,5.75,broken clouds
681,Bundaberg,AU,-24.85,152.35,77.22,63,0,1.01,clear sky
682,Lerik,AZ,38.7726,48.4128,53.24,91,84,2.48,broken clouds
683,Mersing,MY,2.4312,103.8405,75.11,88,40,4.61,scattered clouds
684,Liverpool,GB,53.4106,-2.9779,56.82,92,75,19.57,broken clouds
685,Dalby,AU,-27.1833,151.2667,72.36,32,6,4.21,clear sky
686,Saint-Ambroise,CA,48.5501,-71.3324,53.58,82,100,5.75,overcast clouds
687,Paamiut,GL,61.994,-49.6678,45.19,97,100,14.0,light rain
688,Wagar,SD,16.1525,36.2032,87.6,25,100,7.63,overcast clouds
689,Beringovskiy,RU,63.05,179.3167,37.96,54,1,13.29,clear sky
690,Obidos,BR,-1.9175,-55.5181,82.9,51,14,4.85,few clouds
691,Vuktyl,RU,63.8567,57.3094,30.43,66,1,8.95,clear sky
692,Pohrebyshche,UA,49.4864,29.2636,53.1,65,100,8.03,overcast clouds
693,Carman,CA,49.4992,-98.0016,59.34,58,83,6.91,broken clouds
694,Ucluelet,CA,48.9329,-125.5528,66.51,81,22,4.0,few clouds
695,Date,JP,42.4681,140.8681,65.8,67,61,5.26,broken clouds
696,Funtua,NG,11.5233,7.3081,73.26,68,34,1.99,scattered clouds
697,Hohhot,CN,40.8106,111.6522,55.69,58,0,4.47,clear sky
